State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Karnataka,Bellary,Bellary,"Alasande Gram","Alasande Gram",FAQ,20/01/2025,6821,7409,7159,281
Karnataka,Bellary,Bellary,"Alasande Gram","Alasande Gram",FAQ,21/01/2025,6329,6329,6329,281
Karnataka,Bellary,Bellary,"Alasande Gram","Alasande Gram",FAQ,23/01/2025,7511,7511,7511,281
Karnataka,Bellary,"H.B. Halli","Ground Nut Seed","Ground Nut Seed","Ref grade-1",31/01/2025,4200,4200,4200,268
Karnataka,Bellary,Bellary,"Black Gram (Urd Beans)(Whole)","Black Gram (Whole)",FAQ,24/02/2025,7002,7425,7301,8
Karnataka,Bellary,Kottur,"Cowpea (Lobia/Karamani)","Cowpea (Whole)",FAQ,07/02/2025,7169,7429,7299,92
Karnataka,Bellary,Kottur,"Cowpea (Lobia/Karamani)","Cowpea (Whole)",FAQ,25/02/2025,7369,7369,7369,92
Karnataka,Bellary,Kottur,"Cowpea (Lobia/Karamani)","Cowpea (Whole)",FAQ,27/02/2025,6359,7250,7100,92
Karnataka,Bellary,Kottur,"Cowpea (Lobia/Karamani)","Cowpea (Whole)",FAQ,11/02/2025,6559,7359,7131,92
Karnataka,Bellary,Kottur,"Cowpea (Lobia/Karamani)","Cowpea (Whole)",FAQ,14/02/2025,6169,7319,7194,92
Karnataka,Bellary,Kottur,"Cowpea (Lobia/Karamani)","Cowpea (Whole)",FAQ,17/02/2025,7329,7350,7334,92
Karnataka,Bellary,Bellary,"Foxtail Millet(Navane)","Navane Hybrid",FAQ,21/02/2025,1786,3558,2579,121
Karnataka,Bellary,Bellary,"Foxtail Millet(Navane)","Navane Hybrid",FAQ,27/02/2025,2339,2811,2723,121
Karnataka,Bellary,Bellary,"Foxtail Millet(Navane)","Navane Hybrid","Ref grade-1",03/02/2025,2129,3028,2653,121
Karnataka,Bellary,Bellary,Groundnut,"Big (With Shell)",FAQ,20/01/2025,2909,6419,5167,10
Karnataka,Bellary,Kottur,Groundnut,Natte,FAQ,07/01/2025,2509,6101,5024,10
