State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Karnataka,Mandya,"K.R. Pet",Tomato,Tomato,FAQ,09/01/2025,1000,1000,1000,78
Karnataka,Mandya,"K.R. Pet",Tomato,Tomato,FAQ,27/01/2025,1000,1000,1000,78
Karnataka,Mandya,Srirangapattana,Rice,"Broken Rice",FAQ,18/01/2025,3000,3000,3000,3
Karnataka,Mandya,Srirangapattana,Rice,"Broken Rice",FAQ,22/01/2025,2500,2500,2500,3
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Sippegotu,FAQ,22/01/2025,9000,11500,11500,140
Karnataka,Mandya,"K.R. Pet",Coconut,Grade-I,FAQ,10/01/2025,20000,25000,25000,138
Karnataka,Mandya,"K.R. Pet",Coconut,Grade-I,FAQ,20/01/2025,30000,31000,31000,138
Karnataka,Mandya,"K.R. Pet",Coconut,Other,FAQ,28/01/2025,26000,26000,26000,138
Karnataka,Mandya,Nagamangala,Coconut,Grade-III,FAQ,03/01/2025,20000,24500,20000,138
Karnataka,Mandya,Nagamangala,Coconut,Grade-III,FAQ,05/01/2025,20000,25000,20000,138
Karnataka,Mandya,Nagamangala,Coconut,Grade-III,FAQ,06/01/2025,19500,20000,19500,138
Karnataka,Mandya,Nagamangala,Coconut,Grade-III,FAQ,18/01/2025,20000,20000,20000,138
Karnataka,Mandya,Nagamangala,Coconut,Grade-III,FAQ,21/01/2025,20000,20000,20000,138
Karnataka,Mandya,Nagamangala,Coconut,Grade-III,FAQ,23/01/2025,25000,25000,25000,138
Karnataka,Mandya,"K.R. Pet","Sweet Pumpkin","Sweet Pumpkin",FAQ,17/01/2025,500,500,500,173
Karnataka,Mandya,"K.R. Pet","Sweet Pumpkin","Sweet Pumpkin",FAQ,06/01/2025,300,300,300,173
Karnataka,Mandya,Malavalli,"Tender Coconut","Tender Coconut","Ref grade-1",31/01/2025,10000,24000,22000,200
Karnataka,Mandya,"K.R. Pet",Cucumbar(Kheera),Cucumbar,FAQ,10/01/2025,1500,2000,1500,159
Karnataka,Mandya,"K.R. Pet",Cucumbar(Kheera),Cucumbar,FAQ,13/01/2025,1500,1500,1500,159
Karnataka,Mandya,"K.R. Pet",Cucumbar(Kheera),Cucumbar,FAQ,28/01/2025,1000,1500,1500,159
Karnataka,Mandya,Mandya,Gur(Jaggery),Achhu,FAQ,06/01/2025,3600,4340,4000,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Kurikatu,FAQ,06/01/2025,3400,3850,3750,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Yellow,FAQ,06/01/2025,3920,3920,3920,74
Karnataka,Mandya,Srirangapattana,Gur(Jaggery),Kurikatu,FAQ,01/01/2025,4150,4200,4200,74
Karnataka,Mandya,Srirangapattana,Gur(Jaggery),Kurikatu,FAQ,14/01/2025,3900,4200,4150,74
Karnataka,Mandya,Srirangapattana,Gur(Jaggery),Kurikatu,"Ref grade-1",30/01/2025,3900,4175,3900,74
Karnataka,Mandya,Nagamangala,"Ragi (Finger Millet)",Local,FAQ,18/01/2025,3100,3100,3100,30
Karnataka,Mandya,Nagamangala,"Ragi (Finger Millet)",Local,FAQ,23/01/2025,3300,3300,3300,30
Karnataka,Mandya,Nagamangala,"Ragi (Finger Millet)",Local,FAQ,28/01/2025,3400,3900,3400,30
Karnataka,Mandya,Nagamangala,"Ragi (Finger Millet)",Local,FAQ,05/01/2025,3100,3100,3100,30
Karnataka,Mandya,Nagamangala,"Ragi (Finger Millet)",Local,FAQ,09/01/2025,3100,4100,3150,30
Karnataka,Mandya,"K.R. Pet",Cucumbar(Kheera),Cucumbar,FAQ,28/03/2025,900,900,900,159
Karnataka,Mandya,"K.R. Pet",Cucumbar(Kheera),Cucumbar,FAQ,18/03/2025,1000,1000,1000,159
Karnataka,Mandya,"K.R. Pet",Copra,Copra,FAQ,02/03/2025,14500,14500,14500,129
Karnataka,Mandya,"K.R. Pet",Copra,Copra,FAQ,28/03/2025,17500,17500,17500,129
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Sippegotu,FAQ,24/03/2025,9500,11200,9500,140
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Sippegotu,FAQ,26/03/2025,10000,10400,10000,140
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Sippegotu,FAQ,28/03/2025,10000,10100,10000,140
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Sippegotu,FAQ,29/03/2025,9800,11000,10000,140
Karnataka,Mandya,Nagamangala,"Honge seed","Honge Seed",FAQ,12/03/2025,4000,4000,4000,124
Karnataka,Mandya,"K.R. Pet",Cucumbar(Kheera),Cucumbar,FAQ,21/03/2025,700,1000,700,159
Karnataka,Mandya,"K.R. Pet","Sweet Pumpkin","Sweet Pumpkin",FAQ,18/03/2025,200,200,200,173
Karnataka,Mandya,"K.R. Pet","Sweet Pumpkin","Sweet Pumpkin",FAQ,24/03/2025,300,300,300,173
Karnataka,Mandya,"K.R. Pet","Sweet Pumpkin","Sweet Pumpkin",FAQ,31/03/2025,300,300,300,173
Karnataka,Mandya,"K.R. Pet",Copra,other,FAQ,24/04/2025,13000,13000,13000,129
Karnataka,Mandya,Mandya,Gur(Jaggery),Achhu,FAQ,16/04/2025,5240,5450,5320,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Kurikatu,FAQ,16/04/2025,4000,4600,4300,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Other,FAQ,25/04/2025,4300,4950,4750,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Yellow,FAQ,26/04/2025,4600,5000,4850,74
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Sippegotu,FAQ,04/04/2025,12000,12000,12000,140
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Sippegotu,FAQ,05/04/2025,10000,10000,10000,140
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Sippegotu,FAQ,12/04/2025,10000,12500,10000,140
Karnataka,Mandya,"K.R. Pet","Sweet Pumpkin","Sweet Pumpkin",FAQ,08/04/2025,400,400,400,173
Karnataka,Mandya,"K.R. Pet","Sweet Pumpkin","Sweet Pumpkin",FAQ,18/04/2025,400,400,400,173
Karnataka,Mandya,"K.R. Pet",Cucumbar(Kheera),Cucumbar,FAQ,11/04/2025,500,500,500,159
Karnataka,Mandya,"K.R. Pet",Cucumbar(Kheera),Cucumbar,FAQ,25/04/2025,1200,1200,1200,159
Karnataka,Mandya,Mandya,Gur(Jaggery),Achhu,FAQ,02/05/2025,4400,5120,4850,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Achhu,FAQ,03/05/2025,4500,5070,4900,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Kurikatu,FAQ,03/05/2025,4000,4600,4350,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Kurikatu,FAQ,08/05/2025,4100,4700,4400,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Kurikatu,FAQ,27/05/2025,4200,4800,4550,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Other,FAQ,03/05/2025,4200,4980,4600,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Other,FAQ,06/05/2025,4400,5050,4850,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Other,FAQ,08/05/2025,4300,5090,4750,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Other,FAQ,14/05/2025,4400,5090,4800,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Yellow,FAQ,27/05/2025,4400,4600,4500,74
Karnataka,Mandya,Srirangapattana,Gur(Jaggery),Kurikatu,FAQ,28/05/2025,4000,4800,4000,74
Karnataka,Mandya,"K.R. Pet",Onion,Onion,FAQ,20/05/2025,1500,1500,1500,23
Karnataka,Mandya,"K.R. Pet",Rice,Coarse,FAQ,26/05/2025,2650,2650,2650,3
Karnataka,Mandya,Maddur,Rice,Other,FAQ,23/05/2025,3550,3550,3550,3
Karnataka,Mandya,"K.R. Pet",Paddy(Dhan)(Common),"Paddy Coarse",FAQ,04/05/2025,0,0,2400,2
Karnataka,Mandya,"K.R. Pet",Paddy(Dhan)(Common),"Paddy Coarse",FAQ,09/05/2025,0,0,2000,2
Karnataka,Mandya,"K.R. Pet",Tomato,Tomato,FAQ,16/05/2025,1000,1000,1000,78
Karnataka,Mandya,"K.R. Pet","Sweet Pumpkin","Sweet Pumpkin",FAQ,02/05/2025,300,300,300,173
Karnataka,Mandya,"K.R. Pet","Sweet Pumpkin","Sweet Pumpkin",FAQ,15/05/2025,300,400,300,173
Karnataka,Mandya,"K.R. Pet","Sweet Pumpkin","Sweet Pumpkin",FAQ,24/05/2025,400,500,400,173
Karnataka,Mandya,"K.R. Pet","Sweet Pumpkin","Sweet Pumpkin",FAQ,29/05/2025,400,700,400,173
Karnataka,Mandya,"K.R. Pet","Sweet Pumpkin","Sweet Pumpkin",FAQ,30/05/2025,600,700,600,173
Karnataka,Mandya,"K.R. Pet",Cucumbar(Kheera),Cucumbar,FAQ,08/05/2025,1200,1500,1200,159
Karnataka,Mandya,"K.R. Pet",Cucumbar(Kheera),Cucumbar,FAQ,14/05/2025,3000,3000,3000,159
Karnataka,Mandya,"K.R. Pet",Cucumbar(Kheera),Cucumbar,FAQ,22/05/2025,2500,2500,2500,159
Karnataka,Mandya,"K.R. Pet",Cucumbar(Kheera),Cucumbar,FAQ,24/05/2025,2500,2500,2500,159
Karnataka,Mandya,"K.R. Pet",Cucumbar(Kheera),Cucumbar,FAQ,26/05/2025,2500,2500,2500,159
Karnataka,Mandya,"K.R. Pet",Cucumbar(Kheera),Cucumbar,FAQ,30/05/2025,1500,1500,1500,159
Karnataka,Mandya,"K.R. Pet",Tomato,Tomato,FAQ,12/05/2025,1000,1000,1000,78
Karnataka,Mandya,"K.R. Pet",Copra,Copra,FAQ,31/05/2025,20500,20500,20500,129
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Sippegotu,FAQ,03/05/2025,10000,10500,10500,140
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Sippegotu,FAQ,04/05/2025,11300,11300,11300,140
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Sippegotu,FAQ,05/05/2025,10000,10500,10000,140
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Sippegotu,FAQ,15/05/2025,11000,12000,12000,140
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Sippegotu,FAQ,24/05/2025,11000,11000,11000,140
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Sippegotu,FAQ,31/05/2025,10000,11000,11000,140
Karnataka,Mandya,"K.R. Pet",Coconut,Grade-I,FAQ,26/05/2025,30000,30000,30000,138
Karnataka,Mandya,Nagamangala,Maize,Hybrid/Local,FAQ,21/02/2025,2550,2550,2550,4
Karnataka,Mandya,Nagamangala,Maize,Hybrid/Local,FAQ,22/02/2025,2320,2550,2425,4
Karnataka,Mandya,"K.R. Pet",Coconut,Grade-I,FAQ,14/02/2025,28000,28000,28000,138
Karnataka,Mandya,Nagamangala,"Sesamum(Sesame,Gingelly,Til)",Black,"Ref grade-1",03/02/2025,9000,9000,9000,11
Karnataka,Mandya,Malavalli,Rice,Coarse,FAQ,21/02/2025,2600,2850,2750,3
Karnataka,Mandya,"K.R. Pet",Copra,Copra,FAQ,20/01/2025,14000,14200,14000,129
Karnataka,Mandya,"K.R. Pet",Copra,Copra,FAQ,26/01/2025,13100,13100,13100,129
Karnataka,Mandya,"K.R. Pet",Copra,Copra,FAQ,27/01/2025,13800,14000,14000,129
Karnataka,Mandya,Nagamangala,Copra,Medium,FAQ,06/01/2025,14000,14000,14000,129
Karnataka,Mandya,Nagamangala,Copra,Medium,FAQ,23/01/2025,14000,14000,14000,129
Karnataka,Mandya,Nagamangala,Copra,Medium,FAQ,25/01/2025,14000,16000,16000,129
Karnataka,Mandya,Nagamangala,Copra,Medium,"Ref grade-1",30/01/2025,14000,15000,14000,129
Karnataka,Mandya,Nagamangala,Copra,other,FAQ,06/01/2025,8000,13300,11800,129
Karnataka,Mandya,Nagamangala,Copra,other,FAQ,15/01/2025,8300,13500,11800,129
Karnataka,Mandya,Nagamangala,Copra,other,FAQ,16/01/2025,10000,11500,10100,129
Karnataka,Mandya,Nagamangala,Copra,other,FAQ,21/01/2025,6000,12000,12000,129
Karnataka,Mandya,Nagamangala,Copra,other,FAQ,28/01/2025,8800,13000,10000,129
Karnataka,Mandya,"K.R. Pet",Paddy(Dhan)(Common),"Paddy Coarse",FAQ,06/02/2025,2200,2300,2300,2
Karnataka,Mandya,"K.R. Pet",Paddy(Dhan)(Common),"Paddy Coarse",FAQ,14/02/2025,2300,2300,2300,2
Karnataka,Mandya,"K.R. Pet",Paddy(Dhan)(Common),"Paddy Coarse",FAQ,27/02/2025,2300,2300,2300,2
Karnataka,Mandya,Malavalli,Paddy(Dhan)(Common),Paddy,FAQ,11/02/2025,2300,2600,2400,2
Karnataka,Mandya,"K.R. Pet",Coconut,Grade-I,FAQ,12/02/2025,45000,45000,45000,138
Karnataka,Mandya,"K.R. Pet",Coconut,Grade-I,FAQ,21/02/2025,30500,30500,30500,138
Karnataka,Mandya,Nagamangala,"Kulthi(Horse Gram)","Horse gram (Whole)",FAQ,21/02/2025,4100,4100,4100,114
Karnataka,Mandya,Nagamangala,"Ragi (Finger Millet)",Local,FAQ,10/02/2025,3300,3300,3300,30
Karnataka,Mandya,Nagamangala,"Ragi (Finger Millet)",Local,FAQ,11/02/2025,3300,3300,3300,30
Karnataka,Mandya,Nagamangala,"Ragi (Finger Millet)",Local,FAQ,17/02/2025,3300,3400,3300,30
Karnataka,Mandya,Nagamangala,"Ragi (Finger Millet)",Local,FAQ,19/02/2025,3200,3200,3200,30
Karnataka,Mandya,Nagamangala,"Ragi (Finger Millet)",Local,FAQ,27/02/2025,3300,3400,3300,30
Karnataka,Mandya,Nagamangala,"Ragi (Finger Millet)",Local,"Ref grade-1",03/02/2025,3300,3400,3400,30
Karnataka,Mandya,"K.R. Pet",Cucumbar(Kheera),Cucumbar,FAQ,09/02/2025,1300,1300,1300,159
Karnataka,Mandya,"K.R. Pet",Cucumbar(Kheera),Cucumbar,FAQ,27/02/2025,1500,1500,1500,159
Karnataka,Mandya,"K.R. Pet","Tender Coconut","Tender Coconut","Ref grade-1",02/02/2025,8000,40000,15000,200
Karnataka,Mandya,"K.R. Pet",Tomato,Tomato,FAQ,07/02/2025,1000,1000,1000,78
Karnataka,Mandya,"K.R. Pet",Tomato,Tomato,FAQ,12/02/2025,1500,1500,1500,78
Karnataka,Mandya,"K.R. Pet",Tomato,Tomato,FAQ,14/02/2025,1000,1000,1000,78
Karnataka,Mandya,"K.R. Pet",Tomato,Tomato,FAQ,17/02/2025,1000,1000,1000,78
Karnataka,Mandya,"K.R. Pet",Tomato,Tomato,FAQ,28/02/2025,1000,1000,1000,78
Karnataka,Mandya,Nagamangala,"Kulthi(Horse Gram)","Horse gram (Whole)",FAQ,10/01/2025,4700,4700,4700,114
Karnataka,Mandya,Nagamangala,"Kulthi(Horse Gram)","Horse gram (Whole)",FAQ,22/01/2025,4300,4300,4300,114
Karnataka,Mandya,Nagamangala,"Kulthi(Horse Gram)","Horse gram (Whole)","Ref grade-1",30/01/2025,4400,4400,4400,114
Karnataka,Mandya,"K.R. Pet","Sweet Potato","Sweet Potato",FAQ,11/01/2025,1000,1000,1000,152
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Chali,FAQ,12/02/2025,20000,20000,20000,140
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Sippegotu,FAQ,06/02/2025,10300,11000,11000,140
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Sippegotu,FAQ,17/02/2025,11500,11500,11500,140
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Sippegotu,FAQ,18/02/2025,10000,10800,10000,140
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Sippegotu,FAQ,19/02/2025,10000,10200,10000,140
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Sippegotu,"Ref grade-1",01/02/2025,10000,10000,10000,140
Karnataka,Mandya,"K.R. Pet",Copra,Copra,FAQ,07/02/2025,14500,14500,14500,129
Karnataka,Mandya,"K.R. Pet",Copra,Copra,"Ref grade-1",05/02/2025,14000,14000,14000,129
Karnataka,Mandya,"K.R. Pet",Copra,other,FAQ,12/02/2025,10000,10000,10000,129
Karnataka,Mandya,Nagamangala,Copra,Medium,FAQ,16/02/2025,14000,15700,14000,129
Karnataka,Mandya,Nagamangala,Copra,Medium,"Ref grade-1",05/02/2025,13800,14000,13800,129
Karnataka,Mandya,Nagamangala,Copra,other,FAQ,17/02/2025,9400,10000,10000,129
Karnataka,Mandya,Nagamangala,Copra,other,FAQ,19/02/2025,9500,9500,9500,129
Karnataka,Mandya,"K.R. Pet","Sweet Pumpkin","Sweet Pumpkin",FAQ,25/02/2025,500,500,500,173
Karnataka,Mandya,"K.R. Pet","Sweet Pumpkin","Sweet Pumpkin",FAQ,27/02/2025,500,500,500,173
Karnataka,Mandya,"K.R. Pet","Sweet Pumpkin","Sweet Pumpkin","Ref grade-1",03/02/2025,500,500,500,173
Karnataka,Mandya,"K.R. Pet",Tomato,Tomato,FAQ,21/03/2025,700,1000,700,78
Karnataka,Mandya,"K.R. Pet",Tomato,Tomato,FAQ,24/03/2025,700,700,700,78
Karnataka,Mandya,"K.R. Pet",Paddy(Dhan)(Common),"Paddy Coarse",FAQ,21/03/2025,0,0,2300,2
Karnataka,Mandya,Maddur,Paddy(Dhan)(Common),Paddy,FAQ,27/03/2025,0,0,2200,2
Karnataka,Mandya,"K.R. Pet",Maize,Local,FAQ,21/03/2025,0,0,2510,4
Karnataka,Mandya,"K.R. Pet",Paddy(Dhan)(Common),"Paddy Coarse",FAQ,01/07/2025,0,0,2000,2
Karnataka,Mandya,"K.R. Pet",Paddy(Dhan)(Common),"Paddy Coarse",FAQ,16/06/2025,0,0,2500,2
Karnataka,Mandya,"K.R. Pet",Paddy(Dhan)(Common),"Paddy Coarse",Local,08/07/2025,0,0,2200,2
Karnataka,Mandya,"K.R. Pet",Paddy(Dhan)(Common),"Paddy Coarse",Local,09/07/2025,0,0,2000,2
Karnataka,Mandya,"K.R. Pet",Paddy(Dhan)(Common),"Paddy Coarse",Local,10/07/2025,0,0,2200,2
Karnataka,Mandya,"K.R. Pet","Cowpea (Lobia/Karamani)","Cowpea (Whole)",Local,09/07/2025,5300,5300,5300,92
Karnataka,Mandya,"K.R. Pet","Cowpea (Lobia/Karamani)","Cowpea (Whole)",Local,22/07/2025,2300,2300,2300,92
Karnataka,Mandya,"K.R. Pet","Cowpea (Lobia/Karamani)","Cowpea (Whole)",FAQ,28/06/2025,5700,5700,5700,92
Karnataka,Mandya,"K.R. Pet","Cowpea (Lobia/Karamani)","Cowpea (Whole)",Local,18/07/2025,5400,5400,5400,92
Karnataka,Mandya,"K.R. Pet","Cowpea (Lobia/Karamani)","Cowpea (Whole)",Local,20/07/2025,5300,5300,5300,92
Karnataka,Mandya,Mandya,Gur(Jaggery),Achhu,FAQ,13/06/2025,3700,4720,4300,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Achhu,FAQ,19/06/2025,3600,4520,4200,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Achhu,Local,05/07/2025,3650,4400,4000,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Achhu,Local,07/07/2025,3700,4600,4200,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Kurikatu,FAQ,10/06/2025,4200,4600,4450,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Kurikatu,FAQ,11/06/2025,4200,4600,4450,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Kurikatu,FAQ,20/06/2025,3900,4400,4200,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Kurikatu,FAQ,21/06/2025,3900,4450,4200,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Kurikatu,FAQ,27/06/2025,3600,4150,3850,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Kurikatu,Local,02/07/2025,3600,4000,3800,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Kurikatu,Local,10/07/2025,3700,4050,3900,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Kurikatu,Local,22/07/2025,3700,4100,3900,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Other,FAQ,01/07/2025,3600,3910,3730,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Other,FAQ,02/06/2025,4200,5180,4700,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Other,FAQ,03/06/2025,4500,5020,4750,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Other,FAQ,12/06/2025,3650,5050,4650,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Other,FAQ,23/06/2025,3750,3980,3800,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Other,FAQ,28/06/2025,3700,4080,3850,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Other,Local,02/07/2025,3600,4000,3800,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Other,Local,03/07/2025,3600,4080,3820,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Other,Local,05/07/2025,3650,3900,3750,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Other,Local,08/07/2025,3730,3920,3800,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Other,Local,18/07/2025,3630,3920,3800,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Yellow,FAQ,02/06/2025,4450,5000,4780,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Yellow,FAQ,14/06/2025,3700,3900,3800,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Yellow,FAQ,20/06/2025,4300,4300,4300,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Yellow,FAQ,21/06/2025,4350,4360,4350,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Yellow,Local,09/07/2025,3700,4120,3900,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Yellow,Local,11/07/2025,3900,4050,4000,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Yellow,Local,12/07/2025,3755,4000,3900,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Yellow,Local,14/07/2025,3800,4000,4000,74
Karnataka,Mandya,"K.R. Pet",Onion,Onion,FAQ,06/06/2025,1000,1500,1000,23
Karnataka,Mandya,"K.R. Pet",Onion,Onion,Local,08/07/2025,2000,2000,2000,23
Karnataka,Mandya,"K.R. Pet",Rice,Coarse,FAQ,28/06/2025,2500,2500,2500,3
Karnataka,Mandya,"K.R. Pet",Paddy(Dhan)(Common),"Paddy Coarse",FAQ,05/06/2025,0,0,2000,2
Karnataka,Mandya,"K.R. Pet",Paddy(Dhan)(Common),"Paddy Coarse",FAQ,22/06/2025,0,0,2400,2
Karnataka,Mandya,"K.R. Pet",Paddy(Dhan)(Common),"Paddy Coarse",Local,02/07/2025,0,0,2200,2
Karnataka,Mandya,"K.R. Pet",Rice,"Broken Rice",FAQ,01/07/2025,2200,2200,2200,3
Karnataka,Mandya,"K.R. Pet",Tomato,Tomato,FAQ,01/06/2025,1000,1200,1000,78
Karnataka,Mandya,"K.R. Pet",Tomato,Tomato,FAQ,06/06/2025,1000,1000,1000,78
Karnataka,Mandya,"K.R. Pet",Tomato,Tomato,FAQ,20/06/2025,1000,1000,1000,78
Karnataka,Mandya,"K.R. Pet",Tomato,Tomato,FAQ,22/06/2025,1000,1000,1000,78
Karnataka,Mandya,"K.R. Pet",Tomato,Tomato,Local,06/07/2025,2000,2000,2000,78
Karnataka,Mandya,"K.R. Pet",Tomato,Tomato,Local,10/07/2025,2000,2000,2000,78
Karnataka,Mandya,"K.R. Pet",Tomato,Tomato,Local,13/07/2025,1800,1800,1800,78
Karnataka,Mandya,"K.R. Pet",Tomato,Tomato,Local,18/07/2025,1300,1400,1400,78
Karnataka,Mandya,"K.R. Pet",Cucumbar(Kheera),Cucumbar,FAQ,10/06/2025,1000,1200,1000,159
Karnataka,Mandya,"K.R. Pet",Cucumbar(Kheera),Cucumbar,FAQ,19/06/2025,1200,1200,1200,159
Karnataka,Mandya,"K.R. Pet",Cucumbar(Kheera),Cucumbar,FAQ,30/06/2025,1200,1200,1200,159
Karnataka,Mandya,"K.R. Pet",Cucumbar(Kheera),Cucumbar,Local,15/07/2025,3000,3000,3000,159
Karnataka,Mandya,"K.R. Pet","Sweet Pumpkin","Sweet Pumpkin",FAQ,03/06/2025,500,900,900,173
Karnataka,Mandya,"K.R. Pet","Sweet Pumpkin","Sweet Pumpkin",FAQ,05/06/2025,1000,1000,1000,173
Karnataka,Mandya,"K.R. Pet","Sweet Pumpkin","Sweet Pumpkin",FAQ,20/06/2025,800,800,800,173
Karnataka,Mandya,"K.R. Pet","Sweet Pumpkin","Sweet Pumpkin",Local,09/07/2025,600,600,600,173
Karnataka,Mandya,"K.R. Pet","Sweet Pumpkin","Sweet Pumpkin",Local,11/07/2025,500,500,500,173
Karnataka,Mandya,"K.R. Pet","Sweet Pumpkin","Sweet Pumpkin",Local,13/07/2025,500,500,500,173
Karnataka,Mandya,"K.R. Pet","Sweet Pumpkin","Sweet Pumpkin",Local,15/07/2025,500,500,500,173
Karnataka,Mandya,"K.R. Pet","Sweet Pumpkin","Sweet Pumpkin",Local,18/07/2025,400,400,400,173
Karnataka,Mandya,"K.R. Pet",Copra,other,FAQ,24/06/2025,20000,22000,22000,129
Karnataka,Mandya,"K.R. Pet",Copra,other,Local,19/07/2025,24000,24000,24000,129
Karnataka,Mandya,Mandya,Copra,other,FAQ,05/06/2025,18500,18500,18500,129
Karnataka,Mandya,"K.R. Pet",Coconut,Grade-I,FAQ,06/06/2025,28000,30000,30000,138
Karnataka,Mandya,"K.R. Pet",Coconut,Grade-I,FAQ,19/06/2025,16000,16000,16000,138
Karnataka,Mandya,"K.R. Pet",Coconut,Grade-I,FAQ,23/06/2025,27000,30000,30000,138
Karnataka,Mandya,"K.R. Pet",Coconut,Grade-I,FAQ,30/06/2025,27000,30000,27000,138
Karnataka,Mandya,"K.R. Pet",Coconut,Grade-I,Local,07/07/2025,27000,30000,30000,138
Karnataka,Mandya,"K.R. Pet",Coconut,Grade-I,Local,14/07/2025,28000,29000,28000,138
Karnataka,Mandya,"K.R. Pet",Coconut,Grade-I,Local,19/07/2025,24000,24000,24000,138
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Chali,FAQ,05/06/2025,19000,19000,19000,140
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Chali,FAQ,20/06/2025,20000,20000,20000,140
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Chali,Local,08/07/2025,20000,20000,20000,140
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Pudi,FAQ,01/06/2025,14000,14000,14000,140
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Sippegotu,FAQ,02/06/2025,10200,10200,10200,140
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Sippegotu,FAQ,13/06/2025,10000,10000,10000,140
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Sippegotu,FAQ,21/06/2025,8500,8500,8500,140
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Sippegotu,FAQ,24/06/2025,10000,10000,10000,140
Karnataka,Mandya,"K.R. Pet",Arecanut(Betelnut/Supari),Sippegotu,Local,13/07/2025,10000,10000,10000,140
